103687792238	21160	6745219943882624259
99588156802	10165	6745384573141552391
59538022133	20982	6744964649416002820
103609776630	134304	6744907542616362251
64321116955	20666	6746387304094453006
67579558320	18791	6745062402955463947
3188224461912029	132933	6744967127519841544
99588156802	20707	6746029054111075592
99588156802	20416	6746092243989351694
99588156802	10207	6745357085795568909
99588156802	21434	6745780040727858436
77374802853	11449	6745272180453510403
72030288225	39768	6751978810641517827
1041959278878299	17368	6744953425982770445
99592663631	96711	6746192827853606152
99588156802	10181	6751698870452931854
461423528393187	79120	6747131716378316035
94793587243	29818	6749082802102242571
1552159233541683	102220	6746106408019774734
55019809862	540805	6744734110629121293
76059227696	399242	6745987650655685900
3117851468379411	15060	6750100113944759555
100697814063	17223	6748365273490853132
110736460231	52103	6746757158467161348
2853977531627118	135873	6748977522517478663
2317374387391966	109999	6745354806224817416
2273444570609982	89438	6750630877010644235
1833626497985796	114001	6749942698838412558
102224270973	14387	6745804263131237640
102224270973	27264	6748194641667050765
102224270973	11186	6747824563914165518
67216204022	42956	6747831030444477704
101125449771	326862	6746104787093212423
54172329120	17640	6745417104020835596
59611157920	63608	6746854233854725380
101626266989	12817	6745676202574466317
101626266989	17462	6744958502311169294
59400721675	28161	6747500470081785100
59400721675	36460	6746789147157040387
59400721675	132391	6746098601316945155
93907848898	11179	6747844659348917515
93907848898	383376	6745724452203449603
417404716329741	28991	6745357939789303052
59236021525	16439	6744844022113651979
60839852138	134601	6746059782018419980
60839852138	20089	6745789178690260232
60839852138	75711	6747234779315358989
60839852138	49264	6747585065401863432
60839852138	43605	6747249992450198795
3927082710338407	11405	6749714253831277838
99588156802	59296	6750873892090416396
99588156802	24190	6750937188755705100
68072752582	23146	6748272713573420292
68072752582	18387	6748619520283266311
68072752582	181823	6749002087104793860
68072752582	24582	6747624360619642124
97125778416	18151	6745719013877304579
3927082710338407	44810	6746939992569957636
3927082710338407	30052	6748740020191956235
99588156802	22073	6750803923314953486
99588156802	20051	6751196949069794573
3944672503277204	15002	6745311963917716740
105725844172	20586	6747589217620184328
94707492390	11157	6750428879418035460
109495088029	40466	6749151605255359748
109495088029	29516	6747488857375198467
1481787285178206	50235	6744994366105865475
61651039019	23898	6746723496979696899
57431841191	11127	6745730065461464334
57431841191	12666	6745339107339242766
461423528393187	52624	6745278891117661443
3188206738871293	30637	6746583572792053005
75118581954	477387	6744906061813271821
58870645485	97016	6746445934533643528
58870645485	245110	6746017288991837454
58894245011	44484	6745777514607594765
3883075364201239	12531	6747605396409666830
2959512616319672	46857	6748609345568640270
100693793576	18344	6749754875938082052
100693793576	35344	6745318379923590412
64874844444	27344	6752702659779644684
100693793576	109461	6746409577555725572
2748409145732395	114668	6746481132755275022
54278629747	96651	6745669885335964932
101954273793	108037	6746450524557593864
99821730095	103394	6746849629695937806
355880958441875	10913	6744871462626184462
2273444570609982	14094	6751969035837115659
72030288225	11614	6752432658426416387
103485731076	101406	6744768254662757646
106117529975	270280	6746851374618742027
87035497119	154668	6745264695541828868
104477515652	22356	6746105034678766861
104477515652	10033	6745733457483238670
62954369725	13988	6746093524405488910
101114910974	13254	6748488585407696131
95822221140	18475	6748950841710906637
96818771115	491222	6747062499998174471
61282022803	10085	6751275139490417924
99221421432	37785	6752261190086446348
67713618433	112962	6751208736020286733
96501928655	177982	6747595211125361928
93427976162	35159	6746558937534975245
93427976162	29926	6746808719671037192
97823402354	16975	6748599727232666884
93572972807	16451	6744910833807101192
4076592639251684	155786	6746856665766792451
73315244703	29384	6746771765340474638
73315244703	27544	6746467640660774152
62954369725	48979	6745718478298205448
62954369725	15413	6746459613996059915
3284958644548142	182324	6745373322390801675
96501928655	35911	6745627812771810567
96501928655	35968	6746370118164516100
96501928655	81599	6745368477193833731
96501928655	51483	6746742539530816782
391055136001947	25393	6751405038083607819
106637223111	104937	6745594720560483598
4243759424109755	14540	6748337461585251597
4243759424109755	15197	6747575499846896900
60477202318	13056	6752394639019363595
94518243879	34713	6745278458881985805
94518243879	114621	6745088824579247368
62784326944	18826	6748326931688606987
3258577974199028	33573	6745357374703406348
77374802853	29939	6750602035093179655
80067795797	19218	6747822834506009869
96396015776	18274	6749330269414755597
96396015776	12698	6747860103841549579
2053488054907213	11348	6744749136551120136
2053488054907213	18580	6744736337125035268
2053488054907213	219096	6748083643060702478
2053488054907213	32686	6751797053065612557
54251825472	54934	6745656496270494983
118360737320046	51954	6745816455679315204
102656931729	82366	6746501517412404483
101410881423	141672	6747270196374850823
101410881423	100979	6747119646786276616
101410881423	23524	6744981657691983107
3328972857809912	285942	6746118434825850116
61899931369	35381	6746929534479781133
97301543384	221229	6744903667746426124
97301543384	54223	6746023823885356291
241505651658526	213296	6745727452527480075
55979450230	79957	6746526297234754830
88128383705	103698	6747598319909899524
61845633299	25574	6745592266045328652
232719878198920	13982	6749092928376818948
3346532735658238	24204	6746369638164221197
3944672503277204	13101	6746068251094027532
55147842538	268991	6747289603906063620
103899230334	230045	6749077314115554563
94382353707	16095	6747473557154057475
84693632291	37649	6752271325131181320
109090640891	133041	6753468036155542796
83786015662	31021	6753821209592335627
105792541276	24699	6744741546576317710
101796964509	24790	6753056475041582339
86409921589	114108	6744984604442152206
102386477320	42230	6746148155693288712
69436265853	722299	6747659295002823949
101982861080	82731	6746900368409545996
101982861080	47183	6746111912267861252
102636335609	97469	6747664623496858884
102636335609	119564	6746496499305237772
102636335609	93139	6746017970344054028
102636335609	97253	6748705919623826691
71912868448	442588	6750564293332225287
71912868448	280338	6748359809835339012
71912868448	173190	6749080058645843207
62496798488	10036	6745020857283906819
62496798488	25120	6750865405671214340
62496798488	75121	6746976520432110855
62496798488	21949	6749096791368682763
106849877630	11684	6747186104203611404
86409921589	77017	6746471942481579272
102386477320	11238	6748261370086608139
60589272995	63022	6745355661590285582
55147842538	38574	6749805377828834574
59236021525	89611	6746775026239868172
69436265853	168039	6751997140802784524
1895154497100621	133183	6749745878497512708
59470440973	64497	6745216011521248523
60477202318	27101	6748368368132312333
76059227696	293019	6747101065574878478
76059227696	222774	6747471995178470668
3284958644548142	14192	6747227313055911172
74983749346	230565	6744920023141223691
70591295426	13290	6748589833280589059
83634441085	113695	6746017388367564045
78043934131	26493	6746885392189902093
110782366150	125471	6746393195048963342
79772807177	93422	6749016172882169101
93427976162	50414	6747581750374862092
70798136469	210033	6745273964794268942
102656931729	177245	6748018580912213256
95879187718	25633	6748693447890275597
59611157920	381913	6749520305879878925
60477202318	134434	6749119948909464840
62184780422	259727	6746033568180423944
80067795797	17810	6750427902367517964
2678066511616012	57127	6750104537115184391
2678066511616012	33271	6747807414076132622
2678066511616012	17907	6744894546213195020
2678066511616012	15977	6749346746607996172
2678066511616012	27995	6744991829554482440
2678066511616012	47640	6746387669883899139
2678066511616012	66855	6753906774991965451
338275717887534	34153	6744997997081300238
80067795797	20265	6750160300185586955
2678066511616012	11975	6747067254644526347
106005163185	10963	6753098610260413708
102655066525	127704	6746477396616121613
102655066525	95330	6747243549378596108
98495270578	17102	6748938774199192845
