58993488260	15317
58629235278	15841
58629235278	13121
99639615704	95720
3504868637280036	31531
93594245191	49831
68825316727	11986
57833035660	33188
57833035660	18314
945202350797299	15858
103687792238	21160
75899697968	17059
76065841020	20082
2334985991501187	13321
99588156802	10165
4111788667838862	49388
98006573801	57305
98150619238	11538
3012284247442348	11600
2229404522515623	15882
540557073460231	13060
61502140524	28359
59538022133	20982
107931971015	89515
106722908981	11865
103609776630	134304
103609776630	24870
3100258490650332	54818
1068330302323694	10541
2273444570609982	130181
558151355873140	26072
80215537584	20475
64321116955	20666
69183122706	44121
90090317639	12526
102577510729	12272
101118040932	31301
1314642012674456	100608
100057230424	29026
110477556879	21225
77374802853	12457
77374802853	12537
197567560033912	10275
67579558320	18791
60734144586	82848
67579558320	74783
67579558320	23776
98437549591	12315
3188224461912029	132933
70246620492	18704
64257252450	69662
30400357609528	14569
3487269953478316	156647
99588156802	20707
99588156802	20416
96838367775	20013
98419520083	12771
102268008029	24973
88266007883	12105
1763272846745805	10058
663693652920156	39693
75504450267	10036
110838860739	14790
75467818198	10993
70246620492	18724
93763081366	30315
75467818198	24975
106391690323	11805
99588156802	10207
111632762007	11905
99588156802	21434
329454425484915	14903
2792378602894667	48571
77374802853	11449
96000241730	13199
107931545821	27018
70246620492	23378
70246620492	33205
67443385468	11793
3179375412126238	54280
71261554151	29044
59210508901	10163
1754411962736684	11762
94603861752	26245
98539506361	37276
99885672009	67823
77715871769	11448
100477466297	18263
110477556879	10189
927591689369815	10288
927591689369815	18592
71210146591	10695
1068331165821911	38411
105586533181	18164
70246620492	19887
102539718447	24679
102539718447	26532
102539718447	12128
4498801599715268	29161
105264343301	22467
1446596638412067	10033
1833604183753693	54709
99138528992	15626
100344747322	18429
103558732328	25963
540554926239539	19108
96838367775	34015
3109013796163325	181329
68206739658	22064
98049224031	12003
14510610119	74251
14510610119	327156
4059001401126590	44479
4111799849327895	13469
102707035757	84064
2686811940066060	41895
663693652920156	14118
109072677981	29587
109072677981	28575
19937752398	25101
3865470825405789	267859
75467818198	20227
75467818198	20925
75467818198	17166
75467818198	23287
1068317042547255	32035
3073830189799643	57060
98800531285	10688
223915225653080	68015
109638211803	12421
62807172288	17256
109495088029	40801
3883077778014509	23887
88079630796	96903
3566404274487358	13954
1569753113562667	155825
1569753113562667	179382
101697534791	29475
2308616219801432	71048
100344747322	19214
77374802853	54104
1851232015096888	50635
67944807519	19899
106353395547	89145
58968168304	33204
92868355847	16069
87035497119	417430
918832096226996	18821
94971350596	51590
23666405266	73483
105515239649	10389
70048829229	41186
102062016570	11098
102062016570	541809
8297437572	63490
106275915625	79855
59012359959	11531
109281536937	74720
84693632291	28386
58546460081	40943
92338807162	12785
97237452456	58989
61367721275	12441
223915578230654	80534
102933395891	27376
109914497868	19707
67579558320	13447
96001825653	10845
80799116182	55643
104777203254	10311
20041505046	10662
20041505046	10642
75370233711	58148
84494473311	24025
566995773818103	100331
59215877858	15006
109543026971	11936
102539718447	10806
59136889387	28126
4226146805234236	22339
62947726537	10084
1877589111875566	14526
104768187188	36127
1446596638412067	14321
3883077778014509	110297
104697185048	12412
2889172489614279	31813
81953779546	34470
105144563986	28871
104024734038	69197
100697814063	50957
61171142623	138566
101189947055	46139
75467818198	10090
109125094974	40481
98049224031	22227
56342920128	14476
111628666343	189709
110223128822	11353
14510610119	30084
111606392207	17937
83786015662	38184
83786015662	89144
716476862184996	21933
101868005196	12556
101388188841	13769
3188224461912029	13384
102488873481	35574
77374802853	12754
97261479696	43190
4490035481556723	11482
60477202318	11324
100344747322	101593
85000040275	14037
2616438637474888	20408
2765993507828468	10038
4094180572540188	12921
109999460581	26759
1631272650673220	206590
95822221140	15718
2836373662336012	14256
93399707310	20131
5940824465	11804
4446034948524452	27728
4446034948524452	19018
3733568589934478	17266
197556146814398	10818
109543026971	12214
1041963870850596	66391
3944678122340444	15868
3478444771648764	10635
96000241730	16033
62651536819	19907
104776528508	10605
104776528508	10648
99639615704	10280
111156953210	16926
73681434975	70890
75467818198	26199
99588156802	21249
75467818198	35272
4234944240430195	18914
93496978589	18221
1798439596996532	18067
101118040932	34557
2440520725432301	85211
3056251775760408	10642
99190904798	16647
58054130027	16537
101093591161	15796
101893014341	17644
4428442675717479	22492
2273444570609982	94646
100362535291	16483
918846131148820	200050
59116577226	20688
75378569145	10714
101829806636	17587
74308424867	14697
64983929135	22287
107907710227	20030
945199319359779	63586
79341450707	56161
102252993377	20095
58994628773	11816
99885672009	11059
945195083903607	11026
96393291448	29895
127198809564395	19335
4340471118180616	14734
52590397297	13492
83786015662	135328
60795192073	14821
61899931369	22192
1851232015096888	13618
93189025747	20293
105019439626	10205
70246620492	17263
68841148283	12379
102062016570	33192
75374262482	50101
19937752398	12390
3179386842384963	16600
945179235193260	70131
58758888415	23539
93594245191	10286
88266007883	49121
19937752398	14054
67579558320	24170
60906658507	79831
83169962376839	33051
70367893673	15760
487780296956908	17928
96802011590	21682
101829806636	12062
108664817050	161543
3927101613812884	36136
3654385412350264	32243
77393191243	15535
79565462252	35879
4120611630878099	22894
69436265853	16811
108106278817	30313
59116577226	23920
59116577226	38279
111606392207	14663
88612128188	38701
88612128188	69805
97834860882	30339
98049224031	18314
98049224031	22076
104253835871	73197
1121097875730333	203561
59673336458	13851
94735438469	10653
64263938561	13568
104535419914	53770
99588156802	12215
408637029759710	28541
64041731004	10428
3214562683527735	10240
1701666563557528	13991
105387810264	14411
60279307405	12108
102252993377	17987
69183122706	25893
936433896141675	16463
3636810210357515	66229
94483836922	18974
1569734674356395	14477
3900687721432788	14781
558180182539268	11229
3715971884254664	20295
1279437721569644	11689
75467818198	10241
56623049108	12416
102252993377	18932
75632643569	17984
107907710227	16916
